_id,title,brief,content,createTime,url,imageUrl,isRecommend,hasImage
a11d186791c3eb8fdc24fa00168ebe69,数智早参｜月之暗面推出新一代数学推理模型k0-math,每经记者 李少婷    每经编辑 董兴生丨 2024年11月18日 星期一 丨NO.1 全国首条跨江商贸低空无人机航线首飞近日，一台方舟40顺丰丰翼无人机携带商品，从武汉武商MALL商圈起飞，标志着全...,<p>每经记者 李少婷    每经编辑 董兴生</p><p>丨 2024年11月18日 星期一 丨</p><p>NO.1 全国首条跨江商贸低空无人机航线首飞</p><p>近日，一台方舟40顺丰丰翼无人机携带商品，从武汉武商MALL商圈起飞，标志着全国首条跨江商贸低空无人机航线正式首飞。该航线由武商集团与顺丰速运携手打造，于今年10月份正式获批，未来将进一步拓宽其服务范畴，涵盖医疗、农业配送等多个领域，满足更广泛的运输需求。</p><p>点评：随着无人机技术的发展和应用场景的扩大，无人机市场规模不断扩大。方舟40无人机的成功首飞验证了无人机在复杂城市环境中的飞行安全和稳定性。无人机航线的开通是低空经济发展的重要组成部分，有助于推动低空经济的多元化发展，创造新的经济增长点。</p><p>NO.2 月之暗面推出新一代数学推理模型k0-math</p><p>11月16日下午，月之暗面Kimi Chat面向全社会开放服务一周年之际，月之暗面宣布推出新一代数学推理模型k0-math。基准测试显示，在中考、高考、考研以及包含入门竞赛题的MATH等4个数学基准测试中，k0-math初代模型成绩超过OpenAI o1系列的o1-mini和o1-preview模型。</p><p>点评：k0-math的技术思路与o1系列类似，都是在大语言模型架构上结合强化学习算法，训练出能像人那样分步骤思考的模型，在回答问题和生成内容时展现“思维链”。月之暗面创始人杨植麟认为，接下来AI发展很重要的一个方向，就是让AI能够具备思考的能力，而数学产品则最适合让AI去锻炼思考能力。</p><p>NO.3 杨元庆：AI不是泡沫，是可持续的发展机会</p><p>11月15日，联想集团公布截至2024年9月30日的2024/25财年第二财季业绩，在财报发布后的业绩沟通会上，联想集团董事长兼CEO杨元庆指出，“AI不是泡沫，是可持续的发展机会”，AI也不仅仅是大模型文生文和文生图，它更多是基于丰富的数据产生智能，让这些数据能够发挥价值。</p><p>点评：业内不少专家与杨元庆的观点相近。世界机器人合作组织理事长、中国科学院院士乔红在2024年世界科技与发展论坛上也曾强调人工智能技术的可持续发展。乔红提到，人工智能已深度融入生产生活，需要进一步把握人工智能的发展方向，推动技术创新与产业升级，并确保人工智能技术可持续发展。</p>,2024年11月18日 07:33,https://finance.sina.com.cn/jjxw/2024-11-18/doc-incwmras0246982.shtml,https://n.sinaimg.cn/finance/cece9e13/20240627/655959900_20240627.png,False,True
3707a19e3a6d7b238f37e179e69b2aee,英伟达新一代AI芯片被曝过热恐延迟交付，公司回应称“客户还在抢”,英伟达新一代旗舰AI芯片Blackwell正在交付。但有市场人士爆料称，Blackwell GPU在装有72个处理器的服务器中使用时会产生过热问题，这些机器预计每个机架的功耗高达120kw。过热会限制...,<p>英伟达新一代旗舰AI芯片Blackwell正在交付。但有市场人士爆料称，Blackwell GPU在装有72个处理器的服务器中使用时会产生过热问题，这些机器预计每个机架的功耗高达120kw。过热会限制GPU性能并有损坏组件的风险。</p><p>11月18日，英伟达发言人就此问题向第一财经记者回应称：“我们正在与领先的云服务提供商合作，将其作为我们工程团队和流程中不可或缺的一部分。工程迭代是正常且符合预期的。将GB200这一迄今为止最先进的系统集成到各种数据中心环境中，需要与我们的客户共同设计。”</p><p>这已不是英伟达新一代的AI芯片第一次被曝出技术问题。此前市场还爆料Blackwell处理器的设计缺陷导致产量下降，推迟生产，并称英伟达为此修改了GPU的某些结构设计，以提高生产可靠性。</p><p>尽管最新被曝出的过热技术问题可能进一步延迟GB200的交付，但从需求来看，英伟达的AI芯片仍处于供不应求。在AI芯片领域，全球近90%的市场仍被英伟达牢牢把控。</p><p>英伟达表示：“目前客户正在抢占GB200系统的市场先机”。</p><p>据社交媒体上公司发布的最新消息，目前GB200已经向客户交付。11月18日，戴尔宣布向Coreweave公司交付了全球首款GB200NVL72服务器机架，称“这将为AI基础设施树立新标杆”。</p><p>另据最新消息称，马斯克的人工智能xAI本周有望宣布新一轮融资，该融资据悉将用来购买10万块英伟达的GPU芯片。</p><p>鸿海集团上个月也宣布，该公司位于中国台湾最大的超级计算机基于英伟达的Blackwell架构构建，并采用GB200 NVL72平台，该平台共包含64个机架和4608个Tensor Core GPU。</p><p>近日，英伟达在日本技术峰会上表示，将与软银集团共同打造日本最大的AI数据中心。</p><p>英伟达将于本周公布最新季度财报，新一代AI芯片系统的交付情况也被市场高度关注。目前英伟达市值接近3.5万亿美元，仍超过苹果公司位居美股市值榜首。今年以来，英伟达股价累计上涨近200%。</p>,2024年11月18日 14:26,https://finance.sina.com.cn/tech/roll/2024-11-18/doc-incwnfyr0438915.shtml,https://n.sinaimg.cn/sinakd20241118s/429/w1320h709/20241118/dfa1-c7e2cdac215df1a4f9d1d89fa65a2fd9.jpg,False,True
632bb1b2eb035c8b4e56068a9445ade1,中国人工智能学会公示青年人才托举工程项目入选名单,为深入贯彻党的二十大和二十届二中、三中全会精神，落实全国科技大会精神，聚焦实现高水平科技自立自强目标，促进青年科技人才成长，按照《中国科协青年人才托举工程管理办法》《中国科协青年人才托举工程实施管理细...,<p>为深入贯彻党的二十大和二十届二中、三中全会精神，落实全国科技大会精神，聚焦实现高水平科技自立自强目标，促进青年科技人才成长，按照《中国科协青年人才托举工程管理办法》《中国科协青年人才托举工程实施管理细则（修订）》（以下简称《实施管理细则》）等规定，中国人工智能学会于2024年8月31日开始组织开展人工智能领域中国科协青年人才托举工程项目人才遴选工作。</p><p>中国人工智能学会共收到47位候选人申报材料。经资料审核、函评初审，15位候选人入围项目终评答辩，2024年11月16日在杭州召开项目终审答辩会。根据《中国科协青年人才托举工程实施管理细则（修订）》要求遴选专家应严格执行回避制度，以无记名投票方式评选出8位候选人。其中中国科协经费扶持候选人2位，中国人工智能学会经费扶持候选人6位。现对入选名单予以公示，公示期为7天，自2024年11月17日至23日。</p><p>公示期间，如有异议，请书面实名向中国人工智能学会反映。</p><p>联系人：邹老师</p><p>电话：010-82686683</p><p>邮箱：msc@caai.cn</p><p>地址：北京市海淀区双清路33号学研大厦B座305室</p><p>中国人工智能学会第十届中国科协青年人才托举工程项目入选名单</p><p>一、中国科协资助名额（按姓氏拼音排序）</p><p>?</p><p>二、中国人工智能学会自筹资金资助名额（按姓氏拼音排序）</p><p>?</p><p>三、遴选专家（按姓氏拼音排序）</p><p>?</p><p>中国人工智能学会</p><p>2024年11月17日</p>,2024年11月18日 14:24,https://finance.sina.com.cn/tech/discovery/2024-11-18/doc-incwnfys7069995.shtml,https://n.sinaimg.cn/tech/zcapp2018/doc_qrcode1.png,False,True
f87a21ae54b285b6d54b9bf63536f09e,986g轻薄如羽！联想商务AI PC 新品ThinkPad X1 Carbon Aura AI开启预约,在当今AI时代，AI技术已渗透到商务办公的各个环节，AI的广泛应用让内容创作、日常办公、数据分析、设计编程更加高效，极大地改变了传统办公模式。能够深度融合AI技术与应用，为用户提供智能、便捷体验的AI...,"<p>在当今AI时代，AI技术已渗透到商务办公的各个环节，AI的广泛应用让内容创作、日常办公、数据分析、设计编程更加高效，极大地改变了传统办公模式。能够深度融合AI技术与应用，为用户提供智能、便捷体验的AI PC，已成为众多商务人士不可或缺的办公利器。11月18日，联想正式推出新一代商务AI PC——ThinkPad X1 Carbon Aura AI元启版，该款AI全互联精英商务本成功化解轻薄、续航、性能“三角难题”，不仅融合了前沿AI创新技术，更以出色的986g机身设计和18小时续航表现，为商务人士带来办公效率的革新，让AI办公体验迈向全新高度。</p><p>打破“三角悖论”，轻薄、续航、性能全优之选</p><p>在传统笔记本电脑领域，轻薄、续航、性能的“三角悖论”一直是个难题，轻薄设计往往意味着要牺牲电池容量或硬件性能来控制厚度和重量；追求长续航则要降低性能、增加电池体积而牺牲轻薄；强调性能会因高能耗组件而影响续航和轻薄设计。</p><p>ThinkPad X1 Carbon Aura AI元启版成功打破了笔记本电脑在性能、续航与重量之间的平衡难题，实现了三者兼得。作为一款14英寸的大屏高端旗舰本，其986g轻盈的机身重量令人惊叹，对于那些商务出行频繁、移动办公高频的用户而言，即便身负重任也能轻装上阵。高达18小时的续航能力也同样卓越，满电可办公连用两天，无需再为电量不足而担忧，用户随时随地都能开启高效办公模式。其搭载第二代英特尔酷睿Ultra7 258V系列处理器，最高睿频可达4.8GHz，CPU+GPU+NPU异构AI算力高达120TOPS，全新架构的Intel Arc显卡，让3D建模、图形编辑、视频剪辑等工作效率翻番。</p><p>此外，ThinkPad X1 Carbon Aura AI元启版搭载2.8K的OLED“3A”高分辨率好屏（AG 防眩光、AR 防反射、AS 防污渍）为用户带来了卓越视觉享受，拥有120Hz屏幕自刷新、16:10黄金比例、1000000:1超高对比度、100%的DCI-P3色域覆盖，无论是观看照片和视频，还是用于专业设计，都能呈现出纤毫毕现的细节，让画面流畅灵动，使用户沉浸其中。</p><p>畅享“三大体验”，情景、互联、服务完美融合</p><p>全新ThinkPad X1 Carbon Aura AI元启版，具备“智能情景、无界互联、臻享服务”三大特点，智能情景让办公使用更贴合个性化需求，根据不同情景自动调整设置；无界互联则打破设备间的壁垒，实现数据和应用的无缝流转；臻享服务则从线上到线下全方位保障，为用户带来无忧体验。</p><p>智能情景方面，通过AI精准且智能地识别用户当下场景，无论是紧张的办公时刻还是轻松的工作闲暇时光，ThinkPad X1 Carbon Aura AI元启版可以基于不同场景优化各项能力并带来最佳表现，使每一位商务用户都能享受到量身定制般的舒适体验；无界互联方面，ThinkPad X1 Carbon Aura AI元启版打破了系统之间的壁垒，其具备业界领先的跨Windows、iOS、安卓不同系统的“一碰传”功能，可以让AI手机与AI PC之间随心所欲拖放文本和照片，应用镜像为用户创造了前所未有的高效互联体验；臻享服务方面，ThinkPad X1 Carbon Aura AI元启版为用户提供1V1微信在线管家，技术顾问专人专线答疑解惑，“年年焕新”计划，为用户的设备持续使用和未来换新提供了全方位服务支持。</p><p>超1500款AI应用，满足用户多样化AI需求</p><p>ThinkPad X1 Carbon Aura AI元启版内嵌个人智能体“小天”，具备意图理解和主动感知、自我能力认知、短期长期记忆、任务规划与分解等功能，可以帮助用户创建个人专属的知识库，实现查找总结文档、外文智能翻译、记录会议摘要，极大地提升了用户AI办公体验。</p><p>个人智能体“小天”的个人文档大师、个人知识问答、AI设备调优等黄金AI应用，正成为个人用户的第一入口，用户在工作、学习和生活的不同场景下,将拥有属于自己的“个人AI助理”。联想天禧生态已经引入包括Kimi智能助手、亿图脑图、讯飞听见、剪映、AI PPT、百度文库、聆心智能等在内的超过1500款AI应用，目前个人智能体“小天”用户的周活已经达到了30%以上。</p><p>作为联想“一体多端”战略的关键落子，ThinkPad X1 Carbon Aura AI元启版不仅在轻薄便携、AI算力、高效续航方面取得全新突破，更在跨端情景无缝协作和AI生态体验方面树立了AI PC产品的新标杆。无论身处办公室，还是出差途中，ThinkPad X1 Carbon Aura AI元启版无疑是商务人士高效工作的最佳之选。目前该产品已在联想官网、京东、天猫等平台正式开启预约。</p>",2024年11月18日 14:22,https://finance.sina.com.cn/tech/roll/2024-11-18/doc-incwnnhp0312207.shtml,https://n.sinaimg.cn/spider20241118/384/w1270h714/20241118/dd60-7e816cd674db5c60e622b3ee93822bdf.jpg,False,True
9ed9c1c70e759d9bc48d74e491bb2108,比亚迪将投入 1000 亿元，用于发展人工智能和汽车相结合的智能化技术,IT之家 11 月 18 日消息，比亚迪成立 30 周年暨第 1000 万辆新能源汽车下线发布会今天上午举行，比亚迪宣布将投入 1000 亿元，用于发展人工智能和汽车相结合的智能化技术，实现整车全面智...,<p>IT之家 11 月 18 日消息，比亚迪成立 30 周年暨第 1000 万辆新能源汽车下线发布会今天上午举行，比亚迪宣布将投入 1000 亿元，用于发展人工智能和汽车相结合的智能化技术，实现整车全面智能化进阶，赢得未来的技术话语权。</p><p>IT之家获悉，比亚迪为全球首家达成第 1000 万辆新能源汽车下线的车企，比亚迪取得第一个 500 万辆成就，用了整整 15 年；而第二个 500 万辆，只用了短短 15 个月。</p><p>活动现场，比亚迪董事长兼总裁王传福向游戏科学创始人兼 CEO、《黑神话：悟空》制作人冯骥交付比亚迪第 1000 万辆新能源汽车 —— 腾势 Z9。</p><p>除了现场抽取 90 位“超级锦鲤”送出新车使用权，王传福还宣布比亚迪设立 30 亿慈善基金计划，聚焦教育慈善，在全国多所高校设立奖学金，并向全国中职以上的院校、博物馆和科技馆捐赠新能源解剖车作为科普展具。</p><p>广告声明：文内含有的对外跳转链接（包括不限于超链接、二维码、口令等形式），用于传递更多信息，节省甄选时间，结果仅供参考，IT之家所有文章均包含本声明。</p>,2024年11月18日 13:58,https://finance.sina.com.cn/tech/digi/2024-11-18/doc-incwnfyu3843047.shtml,https://n.sinaimg.cn/spider20241118/238/w666h372/20241118/a527-2c7f334e8ac69b21242d10587f59a5ea.jpg,False,True
6c5fe4642ed31b2a00032ad28bc91581,苹果打算明年带来AirTag 2，或与M4 MacBook Air一起发布,在2021年的春季新品发布会上，苹果带来了传闻已久的追踪配件AirTag，采用了类似圆盘的设计，通过多种技术手段，实现精确查找。其搭载了U1芯片，内置传感器、蓝牙和可更换电池，可以与挂绳等配件搭配使用...,<p>在2021年的春季新品发布会上，苹果带来了传闻已久的追踪配件AirTag，采用了类似圆盘的设计，通过多种技术手段，实现精确查找。其搭载了U1芯片，内置传感器、蓝牙和可更换电池，可以与挂绳等配件搭配使用，电池的使用寿命大概是一年。</p><p>据Wccftech报道，AirTag已推出了三年多，这段时间里苹果也在开发新的型号，可能会引入更多的功能。最新的消息称，苹果打算在明年推出AirTag 2，代号“B589”，已在制造测试中取得进展，预计也会选择在春季新品发布会上与M4 MacBook Air等产品一起发布。</p><p>AirTag已经帮助了无数用户找到自己丢失、遗忘的物品或者行李，得到了不少用户的认可。近期还与超过15家航空公司合作加入了新功能，允许通过物品共享位置来定位丢失的行李，提供了更为便利的服务。</p><p>这不是第一次出现有关AirTag 2的消息，有可能会搭载U2芯片，配备改进的传感器，增加内置扬声器，而且还会增大配件覆盖的范围，以更好地跟踪位置，甚至能与Vision Pro实现整合。不过也有传言称，AirTag 2的量产时间可能会比原计划晚一些，要等到2025年中旬才会到来。</p><p>【来源：超能网】</p>,2024年11月18日 13:49,https://finance.sina.com.cn/tech/roll/2024-11-18/doc-incwnfyp3648312.shtml,https://n.sinaimg.cn/spider20241118/190/w660h330/20241118/c1e2-ccd2451e250d2cfee52dc0d12a4bece7.jpg,False,True
5641228e77b1eaf0a80af1748f07d358,消息称抖音正推进“V”项目，包括直播游戏互动、AI 分身功能等,11 月 18 日消息，据 Tech 星球今日报道，抖音正在推进一个名为“V”的项目，该项目致力拓展直播与互动的边界。其中，“V”意味着无限可能的探索、创新与突破。报道称，V 项目的目标是让抖音变得更...,<p>11 月 18 日消息，据 Tech 星球今日报道，抖音正在推进一个名为“V”的项目，该项目致力拓展直播与互动的边界。其中，“V”意味着无限可能的探索、创新与突破。</p><p>报道称，V 项目的目标是让抖音变得更好玩，主要通过虚拟互动、游戏化玩法等方式，为用户提供更有趣的抖音互动体验。</p><p>通过 V 项目，创作者可培养出与自身性格特征、思维习惯类似的分身，让用户与创作者的 AI 分身对话，也可以进行不同类型的虚拟创作和 IP 经营，让虚拟互动变得有趣； 用户则可以在直播、社交等渠道体验到玩法丰富、品类多样的抖音小游戏、社交游戏、直播互动玩法等，让抖音有好玩的、自闭环的游戏。</p><p>报道还提到，“V”项目产品包括抖音 App 内已上线的直播游戏互动，以及近期推广的 AI 分身功能。从体验上看，AI 分身输出的内容均由 AI 生成，非创作者本人回复，AI 分身可在创作者设置的场景中与用户互动，可全天 24 小时在线互动。</p><p>据IT之家此前报道，抖音 VR 直播于本月初更名“抖音 XR”，支持横屏 / 竖屏 / 全景观看视频、新增 MR 模式开关等功能，进一步发力虚拟视频领域。</p>,2024年11月18日 13:47,https://finance.sina.com.cn/tech/roll/2024-11-18/doc-incwnfyu3840712.shtml,https://n.sinaimg.cn/spider20241118/520/w660h660/20241118/0337-559b35fb367407b2f8f4de06046f6bdb.jpg,False,True
0f6b7b0734dfc09a781be9a76f9d8c60,伊枕入梦AI智能护颈枕：科技点亮智慧生活,在这个科技如流星般飞速划过天际的时代，人们对睡眠质量的关注度恰似熊熊烈火，越燃越旺。有那么一群人，他们心中燃烧着激情的火焰，满怀着无限的创造力，毅然踏上了一段充满奇幻色彩的旅程，而这段旅程的结晶，便是...,<p>在这个科技如流星般飞速划过天际的时代，人们对睡眠质量的关注度恰似熊熊烈火，越燃越旺。有那么一群人，他们心中燃烧着激情的火焰，满怀着无限的创造力，毅然踏上了一段充满奇幻色彩的旅程，而这段旅程的结晶，便是令人惊喜的伊枕入梦AI智眠枕。</p><p>伊枕入梦的诞生源于一个对睡眠品质有着执着追求的团队。创始人李军先生起初做的是安防监控以及车载后装相关产业。2017 年4月份，震惊于身边一位好友由于睡眠呼吸暂停综合征（OSA）在睡梦中去世的消息，加上自己因为肥胖应酬，睡觉经常打鼾，也患上了轻度的呼吸暂停症，促使他对健康睡眠的重要性有了全新的深刻认识。然而，在寻找一款能够真正满足自己睡眠需求的枕头时，却屡屡失望。传统枕头要么不够舒适，要么无法对颈椎提供有效的支撑，更无法满足现代人对智能化生活的追求。</p><p>于是，一个大胆的想法在李军先生心中萌生 —— 亲自打造一款集舒适、支撑与智能于一体的枕头，为大家带来真正的优质睡眠。带着这份坚定的信念，开始带领团队转型，并招募了一批来自不同领域的专业人才，在长期的市场调研中，深刻意识到传统枕头在满足人们日益多样化的睡眠需求方面存在诸多不足。于是，带着为大家打造极致睡眠体验的使命，李军先生于 2017年12月正式启动智能枕头项目，组建了一支由材料科学家、工程师、设计师、睡眠专家和中医康养教授组成的精英团队。</p><p>研发之初，困难便如影随形。团队面临着无数技术难题，从人体工程学设计到智能科技的融合，每一个环节都充满了挑战。为了打造出最符合人体需求的枕头，他们投入了大量的时间和精力进行研究。在将近一年的时间里，研发团队夜以继日地工作。不断地进行方案设计、模型制作和实际测试。每一次的尝试都伴随着不确定性，但他们从未放弃。2018 年 9 月，首台枕头外形终于制作完成。然而，这仅仅是一个开始。</p><p>为了确保产品的完美性，团队邀请了不同体型、不同睡眠习惯的用户参与体验。这些用户来自各个年龄段和职业领域，他们的反馈对于产品的优化至关重要。在收集反馈意见的过程中，团队发现了许多需要改进的地方。有的用户觉得枕头的高度不够合适，有的用户则认为硬度需要调整，有的用户对物联app流畅度提出改进意见。针对这些问题，研发团队逐一进行分析和解决。</p><p>他们不断地更新升级产品，对枕头的外形、材质、智能功能等方面进行优化。每一次的改进都需要经过反复的测试和验证，确保能够真正提升用户的睡眠体验。在这个过程中，研发团队承受着巨大的压力，但他们始终坚信，只有不断追求卓越，才能打造出真正优秀的产品。</p><p>经过无数次的迭代和优化，伊枕入梦AI智眠枕逐渐成熟。</p><p>2024年6月伊枕入梦AI智能护颈枕正式投入市场，获得了用户的一致好评，开启智能家居新时代。它不仅具备了舒适的外形和恰到好处的支撑力，还拥有先进的五大核心功能：控鼾止鼾，智控舒适；音乐助眠，一键入睡；热敷按摩，康养理疗；0压漂浮，肩颈平衡；AI传感，生命监测。</p><p>在一次访谈中，李军先生回忆起研发智能枕头的艰辛历程，感慨地说道：“曾经有人觉得我实在太傻了，竟然耗费长达七年的时间去研发一款产品，这一过程可谓是充满了无尽的艰难险阻，并且还存在着是否能上市的风险。他们问我，为什么不选择放弃呢？或者差不多就行了呀。然而，在我看来，一旦决定去做一件事情，那就必须做到极致。本着对消费者负责任的态度，我所做的产品，必定是能达到解决用户痛点，能真正帮到大家的，让大家不要再缴纳智商税了。”</p><p>由此可见伊枕入梦AI智眠枕的成功不仅在于其卓越的品质，更在于李军先生及团队对初心的坚守和对消费者的负责。未来，希望伊枕入梦品牌将继续秉持着这份信念，不断创新，为消费者带来更多优质的产品，为智能睡眠领域的发展贡献自己的力量。</p><p>搜索</p><p>复制</p>,2024年11月18日 13:12,https://finance.sina.com.cn/tech/roll/2024-11-18/doc-incwnfyp3636966.shtml,https://n.sinaimg.cn/spider20241118/215/w650h365/20241118/4952-dae925a3569bc9c95d094bc5c72412f8.jpg,False,True
6b24ebd7efecdf2e1d155312f1089416,还要建“火星链”？马斯克提出火星互联网服务,据英国GB News报道，美国宇航局（NASA）要求商业供应商提交方案帮助NASA探索火星。SpaceX创始人马斯克日前在火星探索计划分析小组会议上向美国宇航局提出了“火星链”（Marslink）这一...,<p>据英国GB News报道，美国宇航局（NASA）要求商业供应商提交方案帮助NASA探索火星。SpaceX创始人马斯克日前在火星探索计划分析小组会议上向美国宇航局提出了“火星链”（Marslink）这一概念，该方案将火星与高速Wi-Fi连接起来，主要用于火星任务。</p><p>“火星链”方案是SpaceX“星链”（Starlink）卫星互联网的改编版，近7000颗卫星在轨运行的“星链”目前为近500万用户提供互联网服务。在“火星链”方案中，多颗卫星将围绕火星轨道运行，使用现有“星链”服务的激光通信，使得地球能够与火星共享数据。</p><p>马斯克表示，“这只是非常基本的第一步，地球和火星最终将需要每秒petabit的连接。”</p><p>据GB News报道，马斯克的概念是向美国宇航局提出的开发“下一代中继服务”的三个想法之一，这种服务可以在邻近行星之间传输超过4Mpbs的数据。</p><p>SpaceX在全球发射行业已占据主导地位。SpaceX猎鹰火箭今年已经发射了100多次，发射数量还在不断增加。这家拥有1.5万名员工的公司还从美国国防部和NASA赢得了数十亿美元的政府合同，为NASA服务的载人龙飞船向国际空间站运送宇航员，是目前美国出入国际空间站的唯一选择。</p><p>SpaceX也在稳步推进其巨型火箭“星舰”的研发，10月份的第五次试飞中首次尝试抓住了“星舰”的助推器，SpaceX计划当地时间11月19日开展“星舰”第六次飞行测试。今年9月，马斯克表示，SpaceX计划2026年让“星舰”着陆火星，“这些着陆是不载人的，以测试在火星上完整着陆的可靠性。”</p><p>?</p><p>SpaceX总裁兼首席运营官格温·肖特韦尔（Gwynne Shotwell）日前表示，SpaceX的猎鹰火箭已经累计发射超过400次，“如果我们在未来四年发射400次星舰，我不会感到惊讶。”</p>,2024年11月18日 13:07,https://finance.sina.com.cn/tech/discovery/2024-11-18/doc-incwnfyp3633043.shtml,https://n.sinaimg.cn/tech/zcapp2018/doc_qrcode1.png,False,True
174bf164f5c876cf3330e8e5ff67605e,消息称抖音正推进“V”项目，包括直播游戏互动、AI 分身功能等,IT之家 11 月 18 日消息，据 Tech 星球今日报道，抖音正在推进一个名为“V”的项目，该项目致力拓展直播与互动的边界。其中，“V”意味着无限可能的探索、创新与突破。报道称，V 项目的目标是让...,<p>IT之家 11 月 18 日消息，据 Tech 星球今日报道，抖音正在推进一个名为“V”的项目，该项目致力拓展直播与互动的边界。其中，“V”意味着无限可能的探索、创新与突破。</p><p>报道称，V 项目的目标是让抖音变得更好玩，主要通过虚拟互动、游戏化玩法等方式，为用户提供更有趣的抖音互动体验。</p><p>通过 V 项目，创作者可培养出与自身性格特征、思维习惯类似的分身，让用户与创作者的 AI 分身对话，也可以进行不同类型的虚拟创作和 IP 经营，让虚拟互动变得有趣；</p><p>用户则可以在直播、社交等渠道体验到玩法丰富、品类多样的抖音小游戏、社交游戏、直播互动玩法等，让抖音有好玩的、自闭环的游戏。</p><p>报道还提到，“V”项目产品包括抖音 App 内已上线的直播游戏互动，以及近期推广的 AI 分身功能。从体验上看，AI 分身输出的内容均由 AI 生成，非创作者本人回复，AI 分身可在创作者设置的场景中与用户互动，可全天 24 小时在线互动。</p><p>据IT之家此前报道，抖音 VR 直播于本月初更名“抖音 XR”，支持横屏 / 竖屏 / 全景观看视频、新增 MR 模式开关等功能，进一步发力虚拟视频领域。</p><p>广告声明：文内含有的对外跳转链接（包括不限于超链接、二维码、口令等形式），用于传递更多信息，节省甄选时间，结果仅供参考，IT之家所有文章均包含本声明。</p>,2024年11月18日 12:43,https://finance.sina.com.cn/tech/digi/2024-11-18/doc-incwnfys7052268.shtml,https://n.sinaimg.cn/spider20241118/560/w1080h1080/20241118/85c4-0a52b6814c2fc47f0a5283b419b55ac5.jpg,False,True
